what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542771560
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542771691
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1487542778288
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1487542783658
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1487542785355
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1487542786117
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542789815
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542792303
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542807938
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542808091
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1487542817256
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.redo",1487542821985
activated,view,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.PackageExplorer",1487542868431
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542896098
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542906418
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.properties",1487542906427
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542915137
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542922990
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1487542923396
started,bundle,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.ui",1487542930758
started,bundle,org.eclipse.pde.core,3.7.1.v20120103_r372,"org.eclipse.pde.core",1487542930938
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.1.v201201112313,"org.eclipse.wst.jsdt.debug.rhino.ui",1487542930976
started,bundle,org.eclipse.wst.sse.core,1.1.602.v201112071516,"org.eclipse.wst.sse.core",1487542937934
started,bundle,org.eclipse.jst.jsp.core,1.2.402.v201112071853,"org.eclipse.jst.jsp.core",1487542937973
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1487542938230
started,bundle,org.eclipse.wst.jsdt.core,1.1.102.v201111090634,"org.eclipse.wst.jsdt.core",1487542938623
started,bundle,org.eclipse.wst.jsdt.ui,1.1.102.v201201131900,"org.eclipse.wst.jsdt.ui",1487542938875
